datetime,temperature_c,humidity_pct,wind_speed_kmh,month,day_of_week,hour,is_weekend,is_holiday,energy_consumption_kwh
2022-01-03 18:00:00,5.3,70.9,16.0,1,0,18,0,0,259.26
2022-01-03 19:00:00,6.2,78.6,3.8,1,0,19,0,0,240.84
2022-01-03 20:00:00,3.7,79.1,2.3,1,0,20,0,0,260.04
2022-01-03 21:00:00,,87.8,17.2,1,0,21,0,0,300.93
2022-01-03 22:00:00,1.8,87.9,5.9,1,0,22,0,0,317.64
2022-01-03 23:00:00,3.7,77.9,3.6,1,0,23,0,0,269.7
2022-01-04 00:00:00,0.4,82.1,2.8,1,1,0,0,0,255.93
2022-01-04 01:00:00,3.8,80.7,7.8,1,1,1,0,0,213.59
2022-01-04 02:00:00,-4.1,63.9,3.3,1,1,2,0,0,292.65
2022-01-04 03:00:00,3.6,65.5,8.7,1,1,3,0,0,201.15
2022-01-04 04:00:00,3.2,73.6,12.4,1,1,4,0,0,230.19
2022-01-04 05:00:00,3.6,73.7,8.1,1,1,5,0,0,221.63
2022-01-04 06:00:00,5.7,67.6,20.7,1,1,6,0,0,192.22
2022-01-04 07:00:00,2.8,84.6,3.4,1,1,7,0,0,237.53
2022-01-04 08:00:00,7.6,76.2,7.4,1,1,8,0,0,258.0
2022-01-04 09:00:00,9.8,73.4,3.4,1,1,9,0,0,230.07
2022-01-04 10:00:00,12.8,63.6,18.7,1,1,10,0,0,182.99
2022-01-04 11:00:00,9.3,75.0,23.5,1,1,11,0,0,230.66
2022-01-04 12:00:00,8.9,54.5,6.1,1,1,12,0,0,192.16
2022-01-04 13:00:00,9.3,74.0,4.9,1,1,13,0,0,202.59
2022-01-04 14:00:00,11.7,74.7,4.6,1,1,14,0,0,182.55
2022-01-04 15:00:00,9.7,77.1,17.7,1,1,15,0,0,192.86
2022-01-04 16:00:00,7.0,64.0,11.2,1,1,16,0,0,196.82
2022-01-04 17:00:00,7.8,77.9,19.0,1,1,17,0,0,214.01
2022-01-04 18:00:00,5.7,68.8,3.0,1,1,18,0,0,218.55
2022-01-04 19:00:00,6.2,70.4,7.2,1,1,19,0,0,244.94
2022-01-04 20:00:00,1.6,84.9,11.0,1,1,20,0,0,318.94
2022-01-04 21:00:00,1.3,95.5,20.2,1,1,21,0,0,311.1
2022-01-04 22:00:00,0.4,80.2,5.9,1,1,22,0,0,286.6
2022-01-04 23:00:00,-2.2,74.6,5.0,1,1,23,0,0,291.9
2022-01-05 00:00:00,1.2,80.9,21.5,1,2,0,0,0,217.69
2022-01-05 01:00:00,1.3,86.9,2.4,1,2,1,0,0,264.38
2022-01-05 02:00:00,1.3,84.3,7.2,1,2,2,0,0,250.73
2022-01-05 03:00:00,1.6,100.0,6.9,1,2,3,0,0,251.66
2022-01-05 04:00:00,0.3,74.2,3.3,1,2,4,0,0,281.9
2022-01-05 05:00:00,3.4,80.3,6.0,1,2,5,0,0,233.61
2022-01-05 06:00:00,4.9,89.9,12.3,1,2,6,0,0,229.96
2022-01-05 07:00:00,5.3,89.3,5.7,1,2,7,0,0,214.97
2022-01-05 08:00:00,7.8,60.5,5.0,1,2,8,0,0,243.04
2022-01-05 09:00:00,9.9,75.0,14.2,1,2,9,0,0,210.65
2022-01-05 10:00:00,13.7,85.0,37.9,1,2,10,0,0,176.56
2022-01-05 11:00:00,10.8,97.7,14.1,1,2,11,0,0,218.44
2022-01-05 12:00:00,11.1,80.1,17.0,1,2,12,0,0,228.46
2022-01-05 13:00:00,10.3,71.9,24.4,1,2,13,0,0,220.65
2022-01-05 14:00:00,6.1,68.9,14.9,1,2,14,0,0,201.54
2022-01-05 15:00:00,9.1,93.2,33.4,1,2,15,0,0,208.78
2022-01-05 16:00:00,8.2,81.7,13.0,1,2,16,0,0,211.38
2022-01-05 17:00:00,11.8,67.3,10.7,1,2,17,0,0,203.72
2022-01-05 18:00:00,5.2,75.8,11.5,1,2,18,0,0,251.0
2022-01-05 19:00:00,4.9,80.0,20.4,1,2,19,0,0,266.49
2022-01-05 20:00:00,3.0,82.8,11.2,1,2,20,0,0,304.2
2022-01-05 21:00:00,-0.3,72.9,13.5,1,2,21,0,0,283.43
2022-01-05 22:00:00,3.5,73.3,3.9,1,2,22,0,0,269.89
2022-01-05 23:00:00,2.3,65.6,21.5,1,2,23,0,0,236.83
2022-01-06 00:00:00,2.2,87.2,6.7,1,3,0,0,0,241.97
2022-01-06 01:00:00,-1.0,77.8,3.4,1,3,1,0,0,276.67
2022-01-06 02:00:00,4.1,81.7,14.9,1,3,2,0,0,199.13
2022-01-06 03:00:00,-0.7,91.7,5.5,1,3,3,0,0,259.72
2022-01-06 04:00:00,4.3,79.6,3.6,1,3,4,0,0,196.79
2022-01-06 05:00:00,8.7,74.7,4.4,1,3,5,0,0,179.46
2022-01-06 06:00:00,3.7,79.7,2.3,1,3,6,0,0,246.96
2022-01-06 07:00:00,5.8,77.6,2.8,1,3,7,0,0,242.38
2022-01-06 08:00:00,8.4,85.8,9.2,1,3,8,0,0,208.46
2022-01-06 09:00:00,8.2,78.4,18.1,1,3,9,0,0,243.35
2022-01-06 10:00:00,6.9,72.2,6.8,1,3,10,0,0,249.01
2022-01-06 11:00:00,10.6,83.1,9.9,1,3,11,0,0,235.32
2022-01-06 12:00:00,8.5,85.6,15.3,1,3,12,0,0,190.03
2022-01-06 13:00:00,11.4,63.6,5.5,1,3,13,0,0,193.72
2022-01-06 14:00:00,8.1,88.2,10.5,1,3,14,0,0,217.85
2022-01-06 15:00:00,12.3,76.8,5.5,1,3,15,0,0,156.17
2022-01-06 16:00:00,6.6,79.0,10.2,1,3,16,0,0,254.9
2022-01-06 17:00:00,6.3,84.9,4.0,1,3,17,0,0,223.56
2022-01-06 18:00:00,7.3,71.8,32.5,1,3,18,0,0,226.88
2022-01-06 19:00:00,1.9,86.7,2.6,1,3,19,0,0,309.89
2022-01-06 20:00:00,3.6,75.2,7.6,1,3,20,0,0,279.79
2022-01-06 21:00:00,4.7,65.8,4.7,1,3,21,0,0,283.01
2022-01-06 22:00:00,-1.9,73.0,9.3,1,3,22,0,0,349.07
2022-01-06 23:00:00,1.2,83.9,6.5,1,3,23,0,0,261.49
2022-01-07 00:00:00,1.3,71.8,4.9,1,4,0,0,0,256.93
2022-01-07 01:00:00,2.5,91.6,4.3,1,4,1,0,0,257.32
2022-01-07 02:00:00,-1.1,90.0,3.6,1,4,2,0,0,251.13
2022-01-07 03:00:00,-0.4,90.9,14.2,1,4,3,0,0,277.1
2022-01-07 04:00:00,4.3,78.9,4.0,1,4,4,0,0,243.45
2022-01-07 05:00:00,5.0,79.5,13.9,1,4,5,0,0,232.33
2022-01-07 06:00:00,6.2,67.3,7.3,1,4,6,0,0,217.82
2022-01-07 07:00:00,7.7,84.1,2.6,1,4,7,0,0,240.03
2022-01-07 08:00:00,6.9,79.6,3.4,1,4,8,0,0,237.03
2022-01-07 09:00:00,9.7,79.7,19.9,1,4,9,0,0,193.04
2022-01-07 10:00:00,10.7,88.2,9.4,1,4,10,0,0,211.09
2022-01-07 11:00:00,9.1,70.6,3.6,1,4,11,0,0,218.37
2022-01-07 12:00:00,14.5,71.8,11.7,1,4,12,0,0,182.1
2022-01-07 13:00:00,11.5,76.9,15.9,1,4,13,0,0,186.04
2022-01-07 14:00:00,7.7,68.7,5.2,1,4,14,0,0,203.68
2022-01-07 15:00:00,10.6,73.2,8.5,1,4,15,0,0,191.66
2022-01-07 16:00:00,6.3,80.8,4.8,1,4,16,0,0,246.9
2022-01-07 17:00:00,8.6,73.1,2.7,1,4,17,0,0,216.73
2022-01-07 18:00:00,8.1,86.4,6.1,1,4,18,0,0,240.24
2022-01-07 19:00:00,2.8,66.5,13.1,1,4,19,0,0,242.95
2022-01-07 20:00:00,,86.4,6.9,1,4,20,0,0,270.24
2022-01-07 21:00:00,3.0,83.8,6.2,1,4,21,0,0,298.68
2022-01-07 22:00:00,3.0,73.9,5.6,1,4,22,0,0,287.11
2022-01-07 23:00:00,4.7,70.3,6.9,1,4,23,0,0,257.62
2022-01-08 00:00:00,0.3,63.2,5.1,1,5,0,1,0,241.93
2022-01-08 01:00:00,-0.5,73.9,9.6,1,5,1,1,0,248.26
2022-01-08 02:00:00,-0.3,88.5,2.5,1,5,2,1,0,231.81
2022-01-08 03:00:00,0.6,79.2,15.2,1,5,3,1,0,232.89
2022-01-08 04:00:00,3.2,87.7,3.5,1,5,4,1,0,195.95
2022-01-08 05:00:00,5.2,,10.0,1,5,5,1,0,196.64
2022-01-08 06:00:00,6.4,82.5,6.8,1,5,6,1,0,190.62
2022-01-08 07:00:00,8.8,69.9,13.9,1,5,7,1,0,175.07
2022-01-08 08:00:00,8.3,68.1,16.0,1,5,8,1,0,201.4
2022-01-08 09:00:00,12.3,73.0,3.8,1,5,9,1,0,188.38
2022-01-08 10:00:00,9.6,69.9,11.0,1,5,10,1,0,197.97
2022-01-08 11:00:00,16.1,59.6,3.7,1,5,11,1,0,153.79
2022-01-08 12:00:00,12.1,72.5,3.1,1,5,12,1,0,197.13
2022-01-08 13:00:00,8.9,76.4,23.3,1,5,13,1,0,178.78
2022-01-08 14:00:00,8.0,86.1,3.4,1,5,14,1,0,198.81
2022-01-08 15:00:00,10.3,82.3,4.1,1,5,15,1,0,171.08
2022-01-08 16:00:00,7.9,85.8,3.1,1,5,16,1,0,179.45
2022-01-08 17:00:00,8.5,81.5,7.1,1,5,17,1,0,194.59
2022-01-08 18:00:00,6.8,79.3,22.2,1,5,18,1,0,196.08
2022-01-08 19:00:00,4.4,68.0,4.5,1,5,19,1,0,247.68
2022-01-08 20:00:00,,80.4,8.2,1,5,20,1,0,224.83
2022-01-08 21:00:00,-0.7,85.1,6.2,1,5,21,1,0,291.09
2022-01-08 22:00:00,0.6,91.4,5.3,1,5,22,1,0,273.38
2022-01-08 23:00:00,2.7,84.1,8.8,1,5,23,1,0,222.65
2022-01-09 00:00:00,1.3,89.3,8.5,1,6,0,1,0,238.28
2022-01-09 01:00:00,-1.4,72.5,5.6,1,6,1,1,0,247.6
2022-01-09 02:00:00,1.9,76.4,17.2,1,6,2,1,0,207.41
2022-01-09 03:00:00,3.1,81.9,2.4,1,6,3,1,0,194.08
2022-01-09 04:00:00,1.6,88.5,2.7,1,6,4,1,0,236.14
2022-01-09 05:00:00,4.9,76.4,39.5,1,6,5,1,0,183.52
2022-01-09 06:00:00,6.0,76.3,13.0,1,6,6,1,0,192.28
2022-01-09 07:00:00,4.9,83.0,15.0,1,6,7,1,0,208.37
2022-01-09 08:00:00,9.1,66.4,9.4,1,6,8,1,0,222.0
2022-01-09 09:00:00,10.6,87.6,6.4,1,6,9,1,0,189.71
2022-01-09 10:00:00,12.4,66.8,9.9,1,6,10,1,0,167.61
2022-01-09 11:00:00,12.8,58.2,2.8,1,6,11,1,0,155.93
2022-01-09 12:00:00,8.1,76.0,13.3,1,6,12,1,0,205.9
2022-01-09 13:00:00,8.9,89.2,8.2,1,6,13,1,0,210.12
2022-01-09 14:00:00,11.3,79.1,27.1,1,6,14,1,0,140.76
2022-01-09 15:00:00,10.5,80.8,10.1,1,6,15,1,0,161.24
2022-01-09 16:00:00,9.4,75.6,3.3,1,6,16,1,0,170.87
2022-01-09 17:00:00,14.9,71.3,7.2,1,6,17,1,0,151.59
2022-01-09 18:00:00,7.0,64.1,2.5,1,6,18,1,0,181.67
2022-01-09 19:00:00,6.9,58.5,12.9,1,6,19,1,0,225.63
2022-01-09 20:00:00,5.3,78.9,7.6,1,6,20,1,0,257.38
2022-01-09 21:00:00,3.7,88.7,5.7,1,6,21,1,0,224.49
2022-01-09 22:00:00,0.9,82.3,29.7,1,6,22,1,0,281.34
2022-01-09 23:00:00,2.6,83.7,24.6,1,6,23,1,0,254.25
2022-01-10 00:00:00,-0.6,92.9,26.4,1,0,0,0,0,224.29
2022-01-10 01:00:00,0.7,82.3,4.0,1,0,1,0,0,226.5
2022-01-10 02:00:00,0.7,78.7,12.4,1,0,2,0,0,246.26
2022-01-10 03:00:00,2.6,72.1,25.3,1,0,3,0,0,237.71
2022-01-10 04:00:00,8.1,92.1,8.8,1,0,4,0,0,193.43
2022-01-10 05:00:00,1.0,83.7,3.9,1,0,5,0,0,258.29
2022-01-10 06:00:00,7.4,68.8,15.6,1,0,6,0,0,207.54
2022-01-10 07:00:00,4.1,68.6,19.0,1,0,7,0,0,221.46
2022-01-10 08:00:00,7.5,86.3,11.7,1,0,8,0,0,243.7
2022-01-10 09:00:00,11.7,65.8,4.8,1,0,9,0,0,203.55
2022-01-10 10:00:00,10.5,89.6,3.7,1,0,10,0,0,198.84
2022-01-10 11:00:00,8.7,53.6,9.8,1,0,11,0,0,205.15
2022-01-10 12:00:00,9.6,86.6,7.3,1,0,12,0,0,219.76
2022-01-10 13:00:00,12.2,77.8,10.8,1,0,13,0,0,182.51
2022-01-10 14:00:00,8.9,76.5,2.9,1,0,14,0,0,198.24
2022-01-10 15:00:00,10.0,73.6,3.2,1,0,15,0,0,197.86
2022-01-10 16:00:00,8.6,90.8,5.6,1,0,16,0,0,215.57
2022-01-10 17:00:00,6.0,82.7,4.4,1,0,17,0,0,216.33
2022-01-10 18:00:00,10.3,67.6,9.7,1,0,18,0,0,227.39
2022-01-10 19:00:00,6.0,63.3,5.7,1,0,19,0,0,248.75
2022-01-10 20:00:00,-0.6,81.7,11.2,1,0,20,0,0,327.41
2022-01-10 21:00:00,2.8,78.6,13.7,1,0,21,0,0,280.35
2022-01-10 22:00:00,0.3,67.7,3.7,1,0,22,0,0,288.88
2022-01-10 23:00:00,2.9,78.1,22.2,1,0,23,0,0,265.51
2022-01-11 00:00:00,-0.5,75.7,14.4,1,1,0,0,0,271.77
2022-01-11 01:00:00,1.0,79.6,9.9,1,1,1,0,0,252.85
2022-01-11 02:00:00,2.8,84.4,21.2,1,1,2,0,0,187.25
2022-01-11 03:00:00,4.3,89.8,4.5,1,1,3,0,0,230.54
2022-01-11 04:00:00,1.2,86.7,6.4,1,1,4,0,0,246.24
2022-01-11 05:00:00,4.1,72.2,2.7,1,1,5,0,0,235.69
2022-01-11 06:00:00,5.1,80.4,6.9,1,1,6,0,0,249.01
2022-01-11 07:00:00,6.1,77.5,7.6,1,1,7,0,0,237.21
2022-01-11 08:00:00,12.1,63.3,9.7,1,1,8,0,0,191.7
2022-01-11 09:00:00,10.4,78.0,2.5,1,1,9,0,0,212.54
2022-01-11 10:00:00,7.9,90.9,2.3,1,1,10,0,0,278.72
2022-01-11 11:00:00,12.8,73.9,6.4,1,1,11,0,0,209.09
2022-01-11 12:00:00,15.3,59.6,3.7,1,1,12,0,0,183.51
2022-01-11 13:00:00,13.0,73.8,13.4,1,1,13,0,0,177.85
2022-01-11 14:00:00,7.4,66.6,10.8,1,1,14,0,0,194.07
2022-01-11 15:00:00,8.7,82.6,5.2,1,1,15,0,0,175.54
2022-01-11 16:00:00,11.1,78.6,2.4,1,1,16,0,0,215.56
2022-01-11 17:00:00,6.0,75.6,3.6,1,1,17,0,0,221.53
2022-01-11 18:00:00,7.0,73.9,11.4,1,1,18,0,0,229.31
2022-01-11 19:00:00,6.3,75.1,39.0,1,1,19,0,0,233.06
2022-01-11 20:00:00,1.7,79.2,5.2,1,1,20,0,0,320.36
2022-01-11 21:00:00,2.4,72.6,15.0,1,1,21,0,0,268.83
2022-01-11 22:00:00,-4.7,71.3,18.1,1,1,22,0,0,353.99
2022-01-11 23:00:00,-0.8,89.5,2.4,1,1,23,0,0,311.19
2022-01-12 00:00:00,0.7,76.6,21.8,1,2,0,0,0,233.43
2022-01-12 01:00:00,-1.1,81.9,7.0,1,2,1,0,0,255.62
2022-01-12 02:00:00,5.1,79.7,28.6,1,2,2,0,0,187.46
2022-01-12 03:00:00,-0.2,82.7,8.2,1,2,3,0,0,262.76
2022-01-12 04:00:00,2.8,69.2,4.1,1,2,4,0,0,230.23
2022-01-12 05:00:00,5.2,64.0,31.4,1,2,5,0,0,196.86
2022-01-12 06:00:00,9.1,70.8,4.2,1,2,6,0,0,203.27
2022-01-12 07:00:00,4.6,80.9,19.1,1,2,7,0,0,219.5
2022-01-12 08:00:00,11.0,68.7,3.5,1,2,8,0,0,198.79
2022-01-12 09:00:00,9.7,72.3,11.0,1,2,9,0,0,213.31
2022-01-12 10:00:00,8.6,92.7,6.2,1,2,10,0,0,222.42
2022-01-12 11:00:00,11.9,59.3,30.6,1,2,11,0,0,223.78
2022-01-12 12:00:00,11.6,68.2,3.6,1,2,12,0,0,166.56
2022-01-12 13:00:00,9.8,90.3,6.2,1,2,13,0,0,224.54
2022-01-12 14:00:00,10.7,74.3,10.2,1,2,14,0,0,200.89
2022-01-12 15:00:00,9.0,69.9,32.4,1,2,15,0,0,197.54
2022-01-12 16:00:00,8.9,84.9,4.9,1,2,16,0,0,208.02
2022-01-12 17:00:00,8.8,76.0,6.0,1,2,17,0,0,231.38
2022-01-12 18:00:00,9.4,72.5,7.0,1,2,18,0,0,210.79
2022-01-12 19:00:00,2.4,80.3,4.3,1,2,19,0,0,294.01
2022-01-12 20:00:00,8.0,70.8,15.6,1,2,20,0,0,238.87
2022-01-12 21:00:00,-1.3,72.5,2.8,1,2,21,0,0,322.37
2022-01-12 22:00:00,1.6,78.3,11.8,1,2,22,0,0,283.24
2022-01-12 23:00:00,2.5,70.6,8.1,1,2,23,0,0,245.64
2022-01-13 00:00:00,1.9,79.2,4.2,1,3,0,0,0,241.69
2022-01-13 01:00:00,0.2,82.7,7.4,1,3,1,0,0,286.35
2022-01-13 02:00:00,1.5,86.1,16.2,1,3,2,0,0,282.95
2022-01-13 03:00:00,1.8,88.1,6.7,1,3,3,0,0,248.3
2022-01-13 04:00:00,2.6,75.4,3.0,1,3,4,0,0,245.3
2022-01-13 05:00:00,6.7,80.6,2.3,1,3,5,0,0,209.57
2022-01-13 06:00:00,7.0,80.4,14.0,1,3,6,0,0,212.74
2022-01-13 07:00:00,6.2,79.5,5.2,1,3,7,0,0,233.88
2022-01-13 08:00:00,10.6,70.9,23.4,1,3,8,0,0,209.96
2022-01-13 09:00:00,10.4,66.6,9.7,1,3,9,0,0,232.85
2022-01-13 10:00:00,12.2,77.9,6.6,1,3,10,0,0,195.56
2022-01-13 11:00:00,12.4,60.2,8.6,1,3,11,0,0,240.76
2022-01-13 12:00:00,9.6,73.0,6.9,1,3,12,0,0,212.01
2022-01-13 13:00:00,10.0,54.6,20.9,1,3,13,0,0,188.84
2022-01-13 14:00:00,12.1,63.3,6.9,1,3,14,0,0,173.28
2022-01-13 15:00:00,11.0,67.5,2.9,1,3,15,0,0,180.74
2022-01-13 16:00:00,8.7,84.4,9.3,1,3,16,0,0,214.59
2022-01-13 17:00:00,7.8,81.6,9.8,1,3,17,0,0,227.48
2022-01-13 18:00:00,8.8,71.1,13.6,1,3,18,0,0,225.57
2022-01-13 19:00:00,3.8,83.9,23.7,1,3,19,0,0,259.54
2022-01-13 20:00:00,4.9,84.7,6.7,1,3,20,0,0,229.79
2022-01-13 21:00:00,2.3,77.5,5.5,1,3,21,0,0,260.44
2022-01-13 22:00:00,1.5,68.2,7.4,1,3,22,0,0,281.04
2022-01-13 23:00:00,3.7,76.5,20.4,1,3,23,0,0,249.88
2022-01-14 00:00:00,3.0,77.7,33.3,1,4,0,0,0,218.69
2022-01-14 01:00:00,3.2,68.5,30.4,1,4,1,0,0,206.28
2022-01-14 02:00:00,4.7,80.6,4.1,1,4,2,0,0,218.98
2022-01-14 03:00:00,2.9,80.8,7.5,1,4,3,0,0,225.13
2022-01-14 04:00:00,5.3,80.9,4.4,1,4,4,0,0,202.68
2022-01-14 05:00:00,4.5,80.0,5.7,1,4,5,0,0,197.85
2022-01-14 06:00:00,7.0,82.3,2.3,1,4,6,0,0,199.4
2022-01-14 07:00:00,7.4,74.9,3.4,1,4,7,0,0,229.86
2022-01-14 08:00:00,9.1,77.1,6.0,1,4,8,0,0,199.65
2022-01-14 09:00:00,11.1,71.3,5.6,1,4,9,0,0,219.36
2022-01-14 10:00:00,9.1,70.8,4.6,1,4,10,0,0,246.36
2022-01-14 11:00:00,15.4,83.0,4.1,1,4,11,0,0,183.32
2022-01-14 12:00:00,9.4,59.0,13.1,1,4,12,0,0,197.5
2022-01-14 13:00:00,8.8,82.6,4.8,1,4,13,0,0,225.61
2022-01-14 14:00:00,13.0,68.5,11.8,1,4,14,0,0,192.71
2022-01-14 15:00:00,11.5,68.2,5.7,1,4,15,0,0,173.53
2022-01-14 16:00:00,,77.0,15.0,1,4,16,0,0,167.2
2022-01-14 17:00:00,8.9,63.6,3.5,1,4,17,0,0,226.83
2022-01-14 18:00:00,6.4,70.3,3.4,1,4,18,0,0,248.5
2022-01-14 19:00:00,3.3,71.6,11.1,1,4,19,0,0,279.59
2022-01-14 20:00:00,4.0,76.2,21.7,1,4,20,0,0,281.32
2022-01-14 21:00:00,1.5,72.8,3.2,1,4,21,0,0,277.76
2022-01-14 22:00:00,4.0,90.8,2.6,1,4,22,0,0,271.93
2022-01-14 23:00:00,1.3,93.7,23.8,1,4,23,0,0,267.34
2022-01-15 00:00:00,-0.1,63.9,3.0,1,5,0,1,0,252.82
2022-01-15 01:00:00,1.0,83.8,4.3,1,5,1,1,0,242.76
2022-01-15 02:00:00,3.0,85.4,23.2,1,5,2,1,0,211.25
2022-01-15 03:00:00,1.8,83.4,15.0,1,5,3,1,0,218.15
2022-01-15 04:00:00,2.4,73.6,5.4,1,5,4,1,0,212.25
2022-01-15 05:00:00,5.7,75.2,26.7,1,5,5,1,0,179.08
2022-01-15 06:00:00,7.0,70.5,8.7,1,5,6,1,0,186.15
2022-01-15 07:00:00,6.8,73.2,2.6,1,5,7,1,0,186.21
2022-01-15 08:00:00,8.1,66.3,11.7,1,5,8,1,0,184.35
2022-01-15 09:00:00,10.5,73.8,8.2,1,5,9,1,0,193.39
2022-01-15 10:00:00,7.9,64.0,8.8,1,5,10,1,0,213.94
2022-01-15 11:00:00,8.5,74.1,43.1,1,5,11,1,0,172.84
2022-01-15 12:00:00,10.1,65.0,3.3,1,5,12,1,0,165.48
2022-01-15 13:00:00,10.9,76.2,10.6,1,5,13,1,0,143.04
2022-01-15 14:00:00,11.5,68.8,6.9,1,5,14,1,0,140.57
2022-01-15 15:00:00,13.0,75.8,4.5,1,5,15,1,0,145.75
2022-01-15 16:00:00,10.7,83.3,11.5,1,5,16,1,0,160.11
2022-01-15 17:00:00,7.5,89.0,10.8,1,5,17,1,0,192.8
2022-01-15 18:00:00,6.5,56.5,17.5,1,5,18,1,0,184.71
